Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Border Stone
appliedenergistics2:facade:0, Cable Facade - Crossed Stone
appliedenergistics2:facade:0, Cable Facade - Polished Stone
appliedenergistics2:facade:0, Cable Facade - Stoneburnt
appliedenergistics2:facade:0, Cable Facade - Sandy Glass
appliedenergistics2:facade:0, Cable Facade - Truchet
appliedenergistics2:facade:0, Cable Facade - Blue Quartz
appliedenergistics2:facade:0, Cable Facade - Quartzburnt
appliedenergistics2:facade:0, Cable Facade - Rainbow Stone
appliedenergistics2:facade:0, Cable Facade - Thickened Glass
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Bordered)
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Patterned)
appliedenergistics2:facade:0, Cable Facade - Dark Glass
appliedenergistics2:facade:0, Cable Facade - Glowing Glass
appliedenergistics2:facade:0, Cable Facade - Redstone Glass
appliedenergistics2:facade:0, Cable Facade - Block of Enchanted Metal
appliedenergistics2:facade:0, Cable Facade - Block of Demon Metal
appliedenergistics2:facade:0, Cable Facade - Block of Evil Infused Iron
appliedenergistics2:facade:0, Cable Facade - Bedrock Bricks
appliedenergistics2:facade:0, Cable Facade - Bedrock Slabs
appliedenergistics2:facade:0, Cable Facade - Bedrock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Raw Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Uranium Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Stone
appliedenergistics2:facade:0, Cable Facade - Basic Machine Casing
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Casing
appliedenergistics2:facade:0, Cable Facade - Reactor Pressure Vessel
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Rubber Wood
appliedenergistics2:facade:0, Cable Facade - Scaffold
appliedenergistics2:facade:0, Cable Facade - Reinforced Scaffold
appliedenergistics2:facade:0, Cable Facade - Iron Scaffold
appliedenergistics2:facade:0, Cable Facade - Reinforced Iron Scaffold
appliedenergistics2:facade:0, Cable Facade - Construction Foam
appliedenergistics2:facade:0, Cable Facade - Reinforced Construction Foam
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Black)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Blue)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Brown)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Cyan)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Gray)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Green)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Light Blue)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Light Gray)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Lime)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Magenta)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Orange)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Pink)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Purple)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Red)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (White)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Yellow)
appliedenergistics2:facade:0, Cable Facade - Refractory Bricks
appliedenergistics2:facade:0, Cable Facade - Alien Ship Booster
appliedenergistics2:facade:0, Cable Facade - Alien Ship Decoration
appliedenergistics2:facade:0, Cable Facade - Alien Ship Decoration
appliedenergistics2:facade:0, Cable Facade - Polished Tin Decoration Block
appliedenergistics2:facade:0, Cable Facade - Polished Aluminum Decoration Block
appliedenergistics2:facade:0, Cable Facade - Desh Frame
appliedenergistics2:facade:0, Cable Facade - Dungeon Glowstone
appliedenergistics2:facade:0, Cable Facade - Fronos Grass Block
appliedenergistics2:facade:0, Cable Facade - Fronos Dirt
appliedenergistics2:facade:0, Cable Facade - Fronos Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Fronos Stone
appliedenergistics2:facade:0, Cable Facade - Fronos Cobblestone
appliedenergistics2:facade:0, Cable Facade - Fronos Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Fronos Mossy Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Fronos Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Fronos Chiseled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Fronos Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Extrailonite Ore
appliedenergistics2:facade:0, Cable Facade - Red Candy Cane
appliedenergistics2:facade:0, Cable Facade - Green Candy Cane
appliedenergistics2:facade:0, Cable Facade - Blue Candy Cane
appliedenergistics2:facade:0, Cable Facade - Orange Candy Cane
appliedenergistics2:facade:0, Cable Facade - Pink Candy Cane
appliedenergistics2:facade:0, Cable Facade - Yellow Candy Cane
appliedenergistics2:facade:0, Cable Facade - Purple Candy Cane
appliedenergistics2:facade:0, Cable Facade - Rainbow Candy Cane
appliedenergistics2:facade:0, Cable Facade - Diona Surface Rock
appliedenergistics2:facade:0, Cable Facade - Diona Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Diona Rock
appliedenergistics2:facade:0, Cable Facade - Diona Cobblestone
appliedenergistics2:facade:0, Cable Facade - Setrorium Ore
appliedenergistics2:facade:0, Cable Facade - Illenium Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Block of Setrorium
appliedenergistics2:facade:0, Cable Facade - Block of Illenium
appliedenergistics2:facade:0, Cable Facade - Diona Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Albetius Worm Egg Rock
appliedenergistics2:facade:0, Cable Facade - Infected Purlonite Planks
appliedenergistics2:facade:0, Cable Facade - Alien Miner Blood
appliedenergistics2:facade:0, Cable Facade - Infected Purlonite Slime Block
appliedenergistics2:facade:0, Cable Facade - Block of Glowing Iron
appliedenergistics2:facade:0, Cable Facade - Koentus Regolith
appliedenergistics2:facade:0, Cable Facade - Koentus Fine Regolith
appliedenergistics2:facade:0, Cable Facade - Koentus Rock
appliedenergistics2:facade:0, Cable Facade - Koentus Cobblestone
appliedenergistics2:facade:0, Cable Facade - Anti Gravity Ore
appliedenergistics2:facade:0, Cable Facade - Goldenite Crystals Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Block of Anti Gravity Fragments
appliedenergistics2:facade:0, Cable Facade - Block of Goldenite Crystals
appliedenergistics2:facade:0, Cable Facade - Koentus Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Koentus Ice
appliedenergistics2:facade:0, Cable Facade - White Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Orange Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Magenta Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Light Blue Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Yellow Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Lime Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Pink Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Gray Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Silver Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Cyan Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Purple Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Blue Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Brown Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Green Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Red Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Black Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Creep Block
appliedenergistics2:facade:0, Cable Facade - Gravity Creep Block
appliedenergistics2:facade:0, Cable Facade - Chalos Rock
appliedenergistics2:facade:0, Cable Facade - Chalos Cobblestone
appliedenergistics2:facade:0, Cable Facade - Diremsium Ore
appliedenergistics2:facade:0, Cable Facade - Zyptorium Ore
appliedenergistics2:facade:0, Cable Facade - Cheese Milk Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diremsium
appliedenergistics2:facade:0, Cable Facade - Block of Zyptorium
appliedenergistics2:facade:0, Cable Facade - Chalos Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Cheese Grass Block
appliedenergistics2:facade:0, Cable Facade - Cheese Dirt
appliedenergistics2:facade:0, Cable Facade - Cheese Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Cheese Spore Stem
appliedenergistics2:facade:0, Cable Facade - Cheese Spore
appliedenergistics2:facade:0, Cable Facade - Cheese Spore Planks
appliedenergistics2:facade:0, Cable Facade - Cheese Slime Block
appliedenergistics2:facade:0, Cable Facade - Cheese Spore Crafting Table
appliedenergistics2:facade:0, Cable Facade - Infected Grass Block
appliedenergistics2:facade:0, Cable Facade - Infected Dirt
appliedenergistics2:facade:0, Cable Facade - Infected Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Infected Podzol
appliedenergistics2:facade:0, Cable Facade - Nibiru Rock
appliedenergistics2:facade:0, Cable Facade - Nibiru Cobblestone
appliedenergistics2:facade:0, Cable Facade - Nibiru Vein Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infected Vein Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Inferumite
appliedenergistics2:facade:0, Cable Facade - Nibiru Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Nibiru Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Infected Sandstone
appliedenergistics2:facade:0, Cable Facade - Infected Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Infected Cut Sandstone
appliedenergistics2:facade:0, Cable Facade - Infested Nibiru Rock
appliedenergistics2:facade:0, Cable Facade - Infested Nibiru Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infested Nibiru Vein Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infested Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infested Infected Vein Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infested Cracked Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infested Chiseled Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infected Iron Ore
appliedenergistics2:facade:0, Cable Facade - Infected Gold Ore
appliedenergistics2:facade:0, Cable Facade - Infected Tin Ore
appliedenergistics2:facade:0, Cable Facade - Infected Copper Ore
appliedenergistics2:facade:0, Cable Facade - Infected Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Infected Coal Ore
appliedenergistics2:facade:0, Cable Facade - Infected Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Infected Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Infected Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Infected Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Infected Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Inferumite Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Infected Oak Log
appliedenergistics2:facade:0, Cable Facade - Infected Deadwood Log
appliedenergistics2:facade:0, Cable Facade - Infected Spruce Log
appliedenergistics2:facade:0, Cable Facade - Infected Jungle Log
appliedenergistics2:facade:0, Cable Facade - Alien Berry Oak Log
appliedenergistics2:facade:0, Cable Facade - Oscalea Log
appliedenergistics2:facade:0, Cable Facade - Frolia Log
appliedenergistics2:facade:0, Cable Facade - Oscalea Planks
appliedenergistics2:facade:0, Cable Facade - Frolia Planks
appliedenergistics2:facade:0, Cable Facade - Infected Oak Planks
appliedenergistics2:facade:0, Cable Facade - Infected Spruce Planks
appliedenergistics2:facade:0, Cable Facade - Alien Berry Oak Planks
appliedenergistics2:facade:0, Cable Facade - Infected Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Infected Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Infected Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Alien Berry Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Oscalea Leaves
appliedenergistics2:facade:0, Cable Facade - Frolia Leaves
appliedenergistics2:facade:0, Cable Facade - Flowering Frolia Leaves
appliedenergistics2:facade:0, Cable Facade - Infected Crafting Table
appliedenergistics2:facade:0, Cable Facade - Alien Berry Crafting Table
appliedenergistics2:facade:0, Cable Facade - Infected Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Alien Berry Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Infected Sand
appliedenergistics2:facade:0, Cable Facade - Infected Snow
appliedenergistics2:facade:0, Cable Facade - Purified Snow
appliedenergistics2:facade:0, Cable Facade - Infected Ice
appliedenergistics2:facade:0, Cable Facade - Infected Packed Ice
appliedenergistics2:facade:0, Cable Facade - Green Vein Grass Block
appliedenergistics2:facade:0, Cable Facade - Infected Melon
appliedenergistics2:facade:0, Cable Facade - Infected Gravel
appliedenergistics2:facade:0, Cable Facade - Infected Clay
appliedenergistics2:facade:0, Cable Facade - Infected Prismarine
appliedenergistics2:facade:0, Cable Facade - Infected Prismarine Bricks
appliedenergistics2:facade:0, Cable Facade - Infected Dark Prismarine
appliedenergistics2:facade:0, Cable Facade - Infected Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Infected Sponge
appliedenergistics2:facade:0, Cable Facade - Infected Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Oil Ore
appliedenergistics2:facade:0, Cable Facade - Block of Multalic Crystal
appliedenergistics2:facade:0, Cable Facade - Terrastone
appliedenergistics2:facade:0, Cable Facade - Purified Gravel
appliedenergistics2:facade:0, Cable Facade - Terrashroom Block
appliedenergistics2:facade:0, Cable Facade - Elevator
